id,index,text,target,BERT-2e359f0b,LSTM-GloVe-8b7db91c,LSTM_DROPOUT-GloVe-8b7db91c,BI_LSTM-GloVe-8b7db91c,LSTM_CNN-GloVe-8b7db91c,FASTTEXT-GloVe-8b7db91c,RCNN-GloVe-71bd09db,CNN-GloVe-d3cc3c6e,RNN-GloVe-7bc816a1,GRU-GloVe-8b7db91c,HAN-GloVe-a85c8435,LSTM-71bd09db,LSTM_DROPOUT-d3cc3c6e,BI_LSTM-8b7db91c,LSTM_CNN-8b7db91c,FASTTEXT-b054e509,RCNN-7bc816a1,CNN-b054e509,RNN-1258a9d2,GRU-b054e509,HAN-a85c8435,RIDGE-2e359f0b,SVC-4c2e484d,LOGISTIC_REGRESSION-8b7db91c,SGD-2e359f0b,DECISION_TREE-7bc816a1,RANDOM_FOREST-60314ef9
2005,9592,#360WiseNews : China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/QDwRjmmk89,1,0.219185,0.38701599999999997,0.154449,0.234814,0.06403400000000001,0.45965100000000003,0.24946,0.212509,0.321157,0.267022,0.433884,0.161915,0.110641,0.10633900000000002,0.242767,0.175619,0.210162,0.26107199999999997,0.111196,0.074668,0.218996,0,0,0,0,0,0
2227,1637,The 2 cars right in front of me collided and If I hadnt stopped in time it would've been me too. #ButGod ????,1,0.177451,0.181636,0.412909,0.146609,0.21585500000000002,0.152672,0.359595,0.287149,0.30751999999999996,0.25457199999999996,0.10886199999999999,0.11829500000000001,0.23266599999999998,0.17048,0.105922,0.27702899999999997,0.230296,0.08302000000000001,0.092424,0.12413900000000001,0.42157,0,0,0,0,0,0
2231,1699,HTML5 Beginners Crash Course http://t.co/Y32oWBroVF #course http://t.co/Vr2U4cErW8,1,0.005252000000000001,0.038112,0.035355000000000004,0.041786000000000004,0.108458,0.059473000000000005,0.177357,0.06559,0.026333999999999996,0.015465999999999999,0.02356,0.06059,0.021596,0.229386,0.06825,0.103862,0.100884,0.041682,0.154595,0.028734,0.113397,0,0,0,0,0,0
2263,1982,that's it val is dead im suing,1,0.012034999999999999,0.041719,0.025254,0.051928999999999996,0.050568,0.037396,0.031459,0.249106,0.06588200000000001,0.037635,0.013869,0.061797000000000005,0.063671,0.047273,0.055305999999999994,0.192269,0.132678,0.20952300000000001,0.039469,0.128349,0.21021900000000002,0,0,0,0,0,0
2282,2165,Enugu Government to demolish illegal structures at International Conference Centre http://t.co/ouYLwuIXcs,1,0.07384299999999999,0.266311,0.017081,0.270964,0.207525,0.113355,0.054686,0.020346,0.07937899999999999,0.046406,0.248202,0.06151,0.015066,0.04533,0.017868000000000002,0.022643,0.013279,0.009182,0.021468,0.011474,0.036924,0,0,0,0,0,0
2448,3915,We The Free Hailstorm Maxi http://t.co/ERWs6IELdG,1,0.328947,0.178489,0.10144299999999999,0.144703,0.301979,0.097161,0.057584,0.149553,0.138729,0.24421199999999998,0.233592,0.111784,0.07658200000000001,0.461236,0.440223,0.179255,0.453194,0.11595799999999999,0.366274,0.103729,0.447622,0,0,0,0,0,0
2485,4382,@AdamRubinESPN Familia: arm injury or head case?,1,0.09135399999999999,0.038215,0.018699,0.019691999999999998,0.051509000000000006,0.039603,0.054765999999999995,0.035914999999999996,0.010554000000000001,0.019479,0.008529,0.043816,0.011539,0.037554000000000004,0.030095999999999998,0.035292000000000004,0.045962,0.008534,0.021394999999999997,0.012858000000000001,0.10723599999999998,0,0,0,0,0,0
2530,4893,A little filming inside a Nuclear Reactor at #Chernobyl @SonyProUSA @LumixUSA @DJIGlobal @ProfBrianCox @RT_America https://t.co/2GLjhvEAD9,0,0.92604,0.8488870000000001,0.9562620000000001,0.853532,0.9421649999999999,0.7606890000000001,0.8733719999999999,0.8296479999999999,0.799574,0.628413,0.8290280000000001,0.928264,0.922646,0.594152,0.908637,0.824283,0.858442,0.922429,0.599332,0.916474,0.7552939999999999,1,1,1,1,1,1
2546,5131,@Dirk_NoMissSki yea but if someone faints why are they panicking?.. thats basic stuff ??,1,0.019863,0.020302,0.019446,0.016668000000000002,0.017036000000000003,0.031895,0.012077,0.010429,0.031409,0.009212999999999999,0.003069,0.041270999999999995,0.014218000000000001,0.029085000000000003,0.021983000000000003,0.014950999999999999,0.052269,0.022940000000000002,0.011773,0.014206,0.020952000000000002,0,0,0,0,0,0
2592,5545,#360WiseNews : China's Stock Market Crash: Are There Gems In The Rubble? http://t.co/aOd2ftBMGU,1,0.21600999999999998,0.363544,0.20882399999999998,0.290946,0.3344,0.414846,0.187671,0.336338,0.362788,0.236631,0.472498,0.079324,0.11815899999999999,0.130397,0.128584,0.16699,0.307861,0.18135,0.127025,0.050808,0.13871,0,0,0,0,0,0
2653,6220,It's a miracle that mankind survived 70 years since one of the worst days in its history. All bets are off if it will survive the next 70.,1,0.190333,0.060119000000000006,0.011423,0.022487,0.090375,0.023034,0.346882,0.166374,0.046258999999999995,0.012704,0.086989,0.21118499999999998,0.441054,0.27747,0.137613,0.166639,0.186041,0.16354200000000002,0.107346,0.275306,0.344597,0,0,0,0,0,0
2776,7410,WEHTWTVWlocal: Trial date set for man charged with arson burglary. https://t.co/eUk7lKS11r,0,0.6521319999999999,0.902492,0.981692,0.896415,0.951493,0.9199069999999999,0.949407,0.965709,0.969032,0.956659,0.924104,0.55207,0.8211200000000001,0.853858,0.9016799999999999,0.640642,0.935757,0.904485,0.8632489999999999,0.555596,0.729226,1,1,1,1,1,1
2839,7927,Greece's tax revenues collapse as debt crisis continues: As talks continue over proposed âÂ86bn third bailout ... http://t.co/7w2WiEFjuq,0,0.720594,0.723109,0.895675,0.858361,0.938507,0.534062,0.925551,0.917099,0.656465,0.89541,0.8452209999999999,0.9537260000000001,0.9747530000000001,0.9582290000000001,0.98335,0.982409,0.9802540000000001,0.9828469999999999,0.947882,0.974376,0.986692,1,1,1,1,1,1
2883,8381,Devastation Walkthrough Part 11: http://t.co/BOjDByB9YA przez @YouTube,1,0.348595,0.348412,0.225054,0.222971,0.23529499999999998,0.320083,0.22452399999999997,0.0683,0.085833,0.13530799999999998,0.156971,0.36835500000000004,0.069846,0.274742,0.14657,0.283451,0.3305,0.164275,0.114784,0.277574,0.34225500000000003,0,0,0,0,0,0
2970,9107,omg it is I can go in dungeons with Landslide Krag now &lt;3,1,0.006987999999999999,0.083356,0.143349,0.039287,0.036293,0.08860599999999999,0.015493,0.075474,0.112055,0.020643,0.017966,0.058321000000000005,0.029858,0.041155000000000004,0.044272000000000006,0.081983,0.349186,0.056143,0.075309,0.029837,0.030091000000000003,0,0,0,0,0,0
3069,10057,Esteemed journalist recalls tragic effects of unaddressed #childhood #trauma. #counciling #therapy #newauthors #HIV http://t.co/GXq1AuhzCy,0,0.534728,0.937845,0.8464969999999999,0.9002709999999999,0.9417270000000001,0.9611959999999999,0.950907,0.84429,0.9768389999999999,0.963418,0.8485379999999999,0.866283,0.958017,0.9379940000000001,0.924665,0.869409,0.930515,0.948681,0.941317,0.8623360000000001,0.900719,1,1,1,1,1,1
3088,10203,Security experts report that the only way to keep Iran 'honest' and stop her march to nuclear weapons is by... http://t.co/DGnbUsfXkw,0,0.586815,0.719487,0.832031,0.923958,0.9055030000000001,0.756429,0.6860890000000001,0.830239,0.798233,0.936901,0.715875,0.8130569999999999,0.9168280000000001,0.935997,0.75971,0.772033,0.825067,0.683836,0.928808,0.9003190000000001,0.8608,1,1,1,1,1,1
3172,620,Love living on my own. I can blaze inside my apt or on the balcony,1,0.017743000000000002,0.075152,0.044336,0.06414700000000001,0.078922,0.06464,0.044938,0.029257,0.206429,0.077387,0.034033,0.038741000000000005,0.038976,0.064565,0.128797,0.063051,0.391563,0.010065000000000001,0.086546,0.032868,0.061545,0,0,0,0,0,0
3210,1030,If I fall is men GOD @Praiz8 is d bomb well av always known dat since 2008 bigger u I pray sir,1,0.026933,0.134933,0.042904000000000005,0.067169,0.36956700000000003,0.09441000000000001,0.12006099999999999,0.134268,0.149695,0.039104,0.079967,0.152005,0.09452999999999999,0.09247799999999999,0.348542,0.085464,0.319564,0.096885,0.15199300000000002,0.041908,0.013606,0,0,0,0,0,0
3221,1174,@PPFA At least they aren't burning buildings and looting stores.,0,0.7471439999999999,0.8773620000000001,0.9136280000000001,0.880583,0.8935040000000001,0.891041,0.9484610000000001,0.8289479999999999,0.9617049999999999,0.973635,0.8876430000000001,0.837152,0.821166,0.8705459999999999,0.736664,0.675824,0.858294,0.892545,0.617168,0.693186,0.918467,1,1,1,1,1,1
3245,1422,#nar #phuket Ultimate #preparedness library: http://t.co/qYAeNDvDGC Prepare Yourself For Any Catastrophe. Over http://t.co/3Zp6Ahnsxn,1,0.43843000000000004,0.15776500000000002,0.368253,0.184937,0.327338,0.22543000000000002,0.136436,0.323534,0.126999,0.25504899999999997,0.12483599999999999,0.11894500000000001,0.096092,0.11343699999999998,0.073831,0.21464299999999997,0.13187100000000002,0.113344,0.232435,0.09311900000000001,0.210982,0,0,0,0,0,0
3261,1585,@xDescry I was wrong to call it trusty actually.. considering it spontaneously collapsed on me that's not very trusty.,1,0.073598,0.055748,0.071673,0.052799,0.026313999999999997,0.062407000000000004,0.049129,0.137229,0.105955,0.07581399999999999,0.059025,0.209833,0.154175,0.02175,0.077713,0.427389,0.39919899999999997,0.11033299999999999,0.029175,0.06334,0.098734,0,0,0,0,0,0
3452,3381,I've experienced the smell of rotting potatoes for the first time. The Famine must have been awful if the whole country smelled like that.,1,0.424732,0.211871,0.229706,0.35177800000000004,0.364367,0.37817,0.17712999999999998,0.254853,0.411034,0.15534,0.065939,0.202032,0.334438,0.22865,0.36667,0.19556800000000002,0.169691,0.19878800000000002,0.197873,0.391393,0.261427,0,0,0,0,0,0
3486,3660,@TadhgTGMTEL dude was just smoking and the fucking thing went up in flames i though a bomb went off omg scared,1,0.26111599999999996,0.253842,0.11975699999999999,0.16986800000000002,0.46184,0.122583,0.09995,0.353617,0.45158100000000007,0.407376,0.299539,0.424411,0.142688,0.067001,0.091889,0.22534400000000002,0.023141,0.121004,0.13689,0.071488,0.039304,0,0,0,0,0,0
3565,4447,@MartinMJ22 @YouGov When did a 12 seat majority with 36% of the vote become a landslide?,1,0.047271,0.034925,0.036765,0.026824,0.03003,0.056423,0.032291,0.058371000000000006,0.040333999999999995,0.010338,0.039582,0.021353999999999998,0.080256,0.022940000000000002,0.030851,0.069856,0.06669,0.030195,0.034366,0.040333999999999995,0.033162,0,0,0,0,0,0
3640,5363,Newlyweds feed thousands of Syrian refugees instead of hosting a banquet wedding dinner -  http://t.co/XZV0lT9ZZk via @smh,1,0.334863,0.258911,0.30811900000000003,0.163491,0.284528,0.204466,0.218631,0.182096,0.228681,0.13629000000000002,0.361564,0.044427999999999995,0.147073,0.060788999999999996,0.077572,0.098378,0.182252,0.092516,0.100219,0.10826199999999998,0.061073,0,0,0,0,0,0
3732,6274,"Truth...
https://t.co/h6amECX5K7
#News
#BBC
#CNN
#Islam
#Truth
#god
#ISIS
#terrorism
#Quran
#Lies http://t.co/B8iWRdxcm0",0,0.602689,0.8856950000000001,0.91399,0.8901389999999999,0.913758,0.914317,0.930464,0.904898,0.8734200000000001,0.91191,0.746428,0.9787239999999999,0.969311,0.956241,0.9408709999999999,0.9565799999999999,0.960031,0.957282,0.9390620000000001,0.959242,0.953714,1,1,1,1,1,1
3829,7181,"Israel wrecked my home. Now it wants my land. 
https://t.co/g0r3ZR1nQj",1,0.171478,0.09446399999999999,0.149147,0.12183499999999998,0.031954,0.16215,0.053316999999999996,0.089647,0.063527,0.122321,0.115685,0.011970999999999999,0.049349000000000004,0.392036,0.190841,0.048218000000000004,0.063941,0.012433,0.140484,0.031289,0.030768,0,0,0,0,0,0
3868,7551,@imKanoMate [the stabbing did not really affect her but she did get stab wounds and was bleeding Skarlet then pushed him backwards +,1,0.320423,0.284094,0.10149,0.292555,0.149517,0.225124,0.06816,0.13388,0.38229,0.209934,0.348428,0.063322,0.098476,0.048535,0.026436,0.016489,0.046632,0.07485399999999999,0.040038,0.035976999999999995,0.013108000000000002,0,0,0,0,0,0
3950,8347,Ignition Knock (Detonation) Sensor-Senso fits 90-96 Subaru Legacy 2.2L-H4 http://t.co/pcCksm1tVM http://t.co/yWzngj7uow,1,0.07774,0.029615,0.008314,0.01879,0.012384000000000001,0.004554,0.01166,0.005474000000000001,0.0158,0.005634,0.046484,0.007429000000000001,0.036436,0.021115000000000002,0.013278,0.012486,0.025639999999999996,0.006773,0.025896,0.020694999999999998,0.00507,0,0,0,0,0,0
3952,8352,Ignition Knock (Detonation) Sensor-Senso Standard KS225 http://t.co/IwrCPmjOah http://t.co/zZMM9xEccW,1,0.041585000000000004,0.029896,0.019218,0.02462,0.013080000000000001,0.012198,0.035866,0.009553,0.016038,0.009302,0.056412000000000004,0.0075829999999999995,0.037395,0.014525999999999999,0.009465000000000001,0.013845,0.010705,0.0065969999999999996,0.015834,0.017872,0.008074,0,0,0,0,0,0
4014,9145,Soon to be loud bang as backpack detonated.,1,0.486487,0.095928,0.094593,0.21454,0.16557,0.253812,0.062405999999999996,0.127639,0.173236,0.470768,0.194158,0.33684000000000003,0.039264,0.020272,0.080481,0.21742399999999998,0.241788,0.04796,0.031398,0.076584,0.257946,0,0,0,0,0,0
4083,9808,I was there to see @JimmieJohnson wreck in 2000 in person. My first thought was he's leaving on a stretcher!,1,0.053824000000000004,0.145318,0.083989,0.12062300000000001,0.12468,0.193063,0.26224200000000003,0.191643,0.155916,0.025098,0.286076,0.046380000000000005,0.11881900000000001,0.016787,0.02368,0.062912,0.01707,0.044594999999999996,0.033411,0.07774199999999999,0.042851,0,0,0,0,0,0
4102,9972,#Congi &amp; Indian News Presstitutes must be sympathising on the Terrorist caught alive in Jammu.If they can do for Yakub Sonia must be feeling,0,0.9111389999999999,0.695765,0.888642,0.86213,0.89095,0.9017629999999999,0.9384239999999999,0.923233,0.905898,0.9831719999999999,0.98711,0.949908,0.9194209999999999,0.889149,0.968239,0.570216,0.71262,0.681164,0.685234,0.668071,0.9489299999999999,1,1,1,1,1,1
4164,258,Stop the Annihilation of the Salt River Wild Horses! http://t.co/wVobVVtXKg via @Change,1,0.23627199999999998,0.362755,0.237875,0.171301,0.188668,0.279086,0.306598,0.147009,0.21929,0.196604,0.156271,0.19836600000000001,0.193904,0.131192,0.178983,0.176058,0.41053199999999995,0.36582,0.163487,0.037405,0.371498,0,0,0,0,0,0
4372,2361,Me watching Law &amp; Order (IB: @sauldale305) (Vine by @NaturalExample) https://t.co/tl29LnU44O,1,0.09415,0.019165,0.036150999999999996,0.016784999999999998,0.0258,0.020283000000000002,0.020009,0.003159,0.016146,0.0070480000000000004,0.002792,0.099152,0.140041,0.085316,0.38513200000000003,0.11116300000000001,0.160602,0.06624400000000001,0.111881,0.045263,0.085404,0,0,0,0,0,0
4380,2431,5/6 will destroy Reg C competitiveness.   The entire region will B over-saturated.   Yes Brockton gets $12M and RegC Commonwealth PPC and,1,0.10255999999999998,0.169796,0.41326599999999997,0.182267,0.111499,0.305615,0.107101,0.292612,0.30425100000000005,0.21971999999999997,0.16404100000000002,0.063238,0.057682000000000004,0.121197,0.115326,0.056991,0.45611999999999997,0.085293,0.11432,0.027118,0.070673,0,0,0,0,0,0
4392,2562,Detonation fashionable mountaineering electronic watch water-resistant couples leisure tabÛ_ http://t.co/7dYOgLhMRe http://t.co/HKm3rtD4ZF,1,0.066163,0.049112,0.058832,0.064092,0.039339,0.046368,0.018928999999999998,0.005055,0.056139999999999995,0.06226,0.046932999999999996,0.069351,0.055499,0.074963,0.023487,0.02613,0.10821900000000001,0.011526999999999999,0.059675,0.014433000000000001,0.011153,0,0,0,0,0,0
4451,3111,I feel like if MKayla and Cee ever got in the same room everyone should evacuate because it would be so petty and childish I couldn't deal,1,0.011005,0.08819500000000001,0.02737,0.21946500000000002,0.16682,0.204485,0.13132,0.137906,0.10066699999999999,0.083196,0.04521,0.052537,0.050647000000000005,0.033308,0.22767800000000002,0.007666,0.166608,0.011353,0.028886000000000002,0.014062,0.0042450000000000005,0,0,0,0,0,0
4816,6837,Cat Of Nine Irons XII: This nightmarishly brutal weapon is used in ritualistic country club de http://t.co/xpFmR368uF http://t.co/nmAUMYdKe1,1,0.06969600000000001,0.027288999999999997,0.007703,0.028423,0.035807,0.017175,0.026115,0.039833,0.013549,0.011691,0.009058,0.168677,0.456558,0.083242,0.07098099999999999,0.274486,0.131001,0.373162,0.257268,0.42746000000000006,0.358048,0,0,0,0,0,0
